page_id,NAME,ID,ALIGN,EYE,HAIR,SEX,LGBTQ,ALIVE,APPEARANCES,MONTH_FA,YEAR_FA,UNIVERSE
186676,Abner Girdler (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,October,1995,DC
279465,Ace of Spades (Arcana) (New Earth),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Deceased Characters,1,July,1995,DC
193321,Adrian Wentworth (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1995,DC
269383,Adrian Zapruder (New Earth),Public Identity,Neutral Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,March,1995,DC
341968,Buna (New Earth),Public Identity,NA,Blue Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,September,1995,DC
196510,Chillblaine III (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,January,1995,DC
274606,Clay Irons (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,#VALUE!,1995,DC
286234,Doctor Spectron (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,November,1995,DC
240102,Duality (New Earth),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,May,1995,DC
186178,Firebomb (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,April,1995,DC
305284,Gaia (New Earth),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,February,1995,DC
131114,Herbert Johnson (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,August,1995,DC
151520,Indigo (New Earth),Secret Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,July,1995,DC
197579,Kalibre (New Earth),NA,Neutral Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,September,1995,DC
119427,Killrok (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1995,DC
189008,Lighter Man (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,April,1995,DC
341796,Master Mayhem (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,#VALUE!,1995,DC
209171,Miles Duncan (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,May,1995,DC
190829,Mountain Man (New Earth),NA,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,February,1995,DC
190830,Mourn (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,November,1995,DC
128028,Onassis Sklar (New Earth),NA,NA,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,June,1995,DC
260400,Percival Pill (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,May,1995,DC
192242,Pierce I (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,#VALUE!,1995,DC
192258,Piton I (New Earth),NA,Bad Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,February,1995,DC
192299,Prince Inferno (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,July,1995,DC
127986,Steven Kernahan (New Earth),NA,Bad Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,1,October,1995,DC
129937,Thomas Raymond Chatham (New Earth),Public Identity,NA,Green Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,1,July,1995,DC
172063,Backstabber (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,April,1994,DC
183489,Blowout (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,December,1994,DC
344900,Braka (New Earth),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,September,1994,DC
196513,Chillblaine II (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,March,1994,DC
127952,Daniel Paoulo (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,May,1994,DC
296542,Druu (New Earth),Public Identity,Good Characters,NA,Green Hair,Male Characters,FALSE,Living Characters,1,October,1994,DC
186182,Firepower (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,May,1994,DC
186251,Freelance (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1994,DC
344580,Helen (New Earth),NA,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,September,1994,DC
186955,Hotspot (New Earth),Secret Identity,Bad Characters,NA,NA,Female Characters,FALSE,Living Characters,1,September,1994,DC
344318,Jocasta of Themyscira (New Earth),NA,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,September,1994,DC
304341,Kkrudd (New Earth),NA,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,March,1994,DC
344901,Lartys (New Earth),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,September,1994,DC
345377,Mala of Bana-Mighdall (New Earth),NA,Good Characters,Blue Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,October,1994,DC
82046,Mark Armstrong (New Earth),NA,Good Characters,Green Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,December,1994,DC
288911,Mary Harper (New Earth),Public Identity,Good Characters,NA,Grey Hair,Female Characters,FALSE,Deceased Characters,1,November,1994,DC
285590,Merritz (New Earth),Public Identity,Bad Characters,NA,Red Hair,Male Characters,FALSE,Deceased Characters,1,May,1994,DC
246537,Nera (New Earth),NA,Good Characters,NA,NA,NA,FALSE,Living Characters,1,January,1994,DC
142374,Ohm (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,May,1994,DC
344907,Patrice (New Earth),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,December,1994,DC
344906,Penelope II (New Earth),NA,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,November,1994,DC
192198,Phantom Barber (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,April,1994,DC
192261,Plasma (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1994,DC
192425,Quake (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1994,DC
193099,Salvo (New Earth),NA,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,April,1994,DC
193237,Shellgame (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,September,1994,DC
193949,Stiletta (New Earth),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,September,1994,DC
344904,Trigona (New Earth),NA,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,October,1994,DC
194616,Wildman (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,February,1994,DC
264404,Billy the Girl (New Earth),NA,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,December,1993,DC
183484,Bloodthirst (New Earth),Secret Identity,Bad Characters,White Eyes,NA,Male Characters,FALSE,Living Characters,1,November,1993,DC
13694,Bludhound (New Earth),Public Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Deceased Characters,1,December,1993,DC
137768,Chumpp (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,#VALUE!,1993,DC
184257,Codpiece (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,September,1993,DC
294696,Epernix (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,August,1993,DC
186551,Galaxa (New Earth),NA,Bad Characters,NA,NA,Female Characters,FALSE,Living Characters,1,April,1993,DC
186911,Hardknox (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1993,DC
142176,Harry Kent (New Earth),NA,NA,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,June,1993,DC
187528,Janissary (New Earth),NA,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,May,1993,DC
127786,Jesus Valdez (New Earth),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,July,1993,DC
83095,Luke Hames (New Earth),NA,Good Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Living Characters,1,#VALUE!,1993,DC
401552,Marauder I (New Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,FALSE,Deceased Characters,1,October,1993,DC
182820,Michael Wasco (New Earth),Secret Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,#VALUE!,1993,DC
83096,Perry Dennison (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,#VALUE!,1993,DC
294697,Rayyana (New Earth),Public Identity,Good Characters,NA,NA,Female Characters,FALSE,Deceased Characters,1,August,1993,DC
137780,Robert Heavington Dubelz (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,#VALUE!,1993,DC
302659,Selaya (New Earth),NA,Good Characters,NA,NA,Female Characters,FALSE,Deceased Characters,1,December,1993,DC
30213,Timothy Miller (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,June,1993,DC
294698,Tuprolix (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,August,1993,DC
208902,Aaron Babcock (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,March,1992,DC
129966,Archibald Tipple (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,1992,DC
2726,Chillblaine I (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,#VALUE!,1992,DC
363566,Darthartheen (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,#VALUE!,1992,DC
363551,Dawlakispokpok (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,FALSE,Deceased Characters,1,#VALUE!,1992,DC
182483,Five of Diamonds I (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,April,1992,DC
182477,Four of Spades II (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,April,1992,DC
131185,Jon Kennedy Payne (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Deceased Characters,1,November,1992,DC
156768,Martian Womanhunter (New Earth),Public Identity,Neutral Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1992,DC
155215,Nicodemus (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,July,1992,DC
156775,Norman the Doorman (New Earth),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,September,1992,DC
365292,Pharamond (New Earth),Secret Identity,NA,Brown Eyes,Brown Hair,NA,FALSE,Living Characters,1,November,1992,DC
19800,Phyllis Baker (New Earth),Public Identity,Good Characters,NA,Strawberry Blond Hair,Female Characters,FALSE,Living Characters,1,April,1992,DC
192777,Rook (New Earth),Secret Identity,Bad Characters,Blue Eyes,NA,Female Characters,FALSE,Living Characters,1,September,1992,DC
192788,Rott (New Earth),Public Identity,Bad Characters,Red Eyes,NA,Male Characters,FALSE,Living Characters,1,April,1992,DC
156761,Sonarr (New Earth),Secret Identity,Good Characters,NA,Red Hair,Male Characters,FALSE,Living Characters,1,September,1992,DC
155886,Stanislaus Johns (New Earth),NA,Bad Characters,Blue Eyes,White Hair,Male Characters,FALSE,Living Characters,1,April,1992,DC
156764,Stinkbug (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1992,DC
182486,Three of Hearts I (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,April,1992,DC
182474,Three of Spades II (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,April,1992,DC
363556,Thwarcharchura (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,#VALUE!,1992,DC
295220,Zifor (New Earth),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,December,1992,DC
283114,Agogg (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,February,1991,DC
344888,Amaya (New Earth),NA,Bad Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Deceased Characters,1,September,1991,DC
127402,Angst (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,October,1991,DC
164749,Big Breeda (New Earth),NA,Good Characters,NA,Red Hair,Female Characters,FALSE,Living Characters,1,June,1991,DC
192312,Boris Dhumov (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1991,DC
129031,Caesar Lopez (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,December,1991,DC
332266,Ceres (New Earth),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,September,1991,DC
184511,Cursor (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,April,1991,DC
184578,Database (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,April,1991,DC
282925,Desdemona (New Earth),Public Identity,Good Characters,Green Eyes,NA,Female Characters,FALSE,Living Characters,1,January,1991,DC
185830,Electrocutioner II (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,February,1991,DC
15907,Huitzilopochtli (New Earth),Public Identity,Neutral Characters,Black Eyes,NA,Male Characters,FALSE,Living Characters,1,October,1991,DC
344885,Jasmine (New Earth),NA,NA,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,May,1991,DC
172053,Julie Crystal (New Earth),NA,Bad Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,1,#VALUE!,1991,DC
153784,Julius Barrow (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,May,1991,DC
344890,Lyana (New Earth),NA,Bad Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,September,1991,DC
189287,Mainframe (New Earth),Secret Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,April,1991,DC
344893,Marita (New Earth),NA,Bad Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,September,1991,DC
344342,Meda (New Earth),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,November,1991,DC
192106,Paradox (New Earth),NA,Bad Characters,Red Eyes,White Hair,Male Characters,FALSE,Living Characters,1,#VALUE!,1991,DC
130247,Priscilla Stryker (New Earth),NA,Bad Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Living Characters,1,March,1991,DC
345602,Procne (New Earth),NA,NA,NA,NA,Female Characters,FALSE,Living Characters,1,December,1991,DC
192307,Professor Powder (New Earth),Public Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,September,1991,DC
192432,Queen of Hearts I (New Earth),NA,Bad Characters,NA,NA,Female Characters,FALSE,Living Characters,1,December,1991,DC
130701,Ricochet I (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,#VALUE!,1991,DC
130960,Saul Calvino (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1991,DC
193232,Shadowy Mister Evans (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1991,DC
344887,Shalir (New Earth),NA,Bad Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,September,1991,DC
361921,Sigyn (New Earth),NA,Neutral Characters,White Eyes,White Hair,Male Characters,FALSE,Living Characters,1,March,1991,DC
43048,Temptress (New Earth),NA,Bad Characters,NA,NA,Female Characters,FALSE,Living Characters,1,June,1991,DC
194133,Turbeau (New Earth),Public Identity,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,August,1991,DC
194498,Virtual (New Earth),NA,Bad Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,April,1991,DC
337387,Arsala (New Earth),Secret Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,October,1990,DC
161134,Britton (New Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,April,1990,DC
181990,Crissy (New Earth),NA,Neutral Characters,NA,Brown Hair,Female Characters,FALSE,Deceased Characters,1,July,1990,DC
314248,Dan (New Earth),Public Identity,Neutral Characters,Black Eyes,NA,Male Characters,FALSE,Living Characters,1,May,1990,DC
314236,Dannel (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,April,1990,DC
